pChEMBL Value,Molecule ChEMBL ID,Smiles,Molecule Name,Set
4.83,CHEMBL5287987,CS(=O)(=O)N1CCN(Cc2ccc(-c3nc(-c4ccc(NC(=O)Nc5cncnc5)cc4)nc(N4CCOCC4)n3)s2)CC1,,Train
4.84,CHEMBL5624772,O=C(CBr)N1CCN(Cc2ccccc2)C12COC2,,Train
4.85,CHEMBL5085481,O=C1c2cc(Cl)ccc2N(c2cccc(F)c2)C2c3[nH]c4ccccc4c3CCN12,,Train
4.85,CHEMBL5563604,CCCCCNC(=O)CC[C@@H](NS(=O)(=O)c1ccc([N+](=O)[O-])cc1)C(=O)O,,Train
4.85,CHEMBL1164920,C=C1C(=O)[C@]23[C@H](O)[C@H]1CC[C@H]2[C@@]12CO[C@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2O,ORIDONIN,Train
4.85,CHEMBL4583512,COc1cc(/C=C/C(=O)Nc2ccccc2COc2ccc(OC3CCNCC3)cc2)ccc1O.Cl,,Train
4.89,CHEMBL4543609,C=C1C(=O)O[C@H]2[C@H]1CC/C(C(=O)OCCOCCOCCOCCOCCOCCOCCOCCOC(=O)/C1=C/CC[C@@]3(C)O[C@H]3[C@H]3OC(=O)C(=C)[C@@H]3CC1)=C\CC[C@@]1(C)O[C@@H]21,,Train
4.89,CHEMBL4287584,C=C1C(=O)O[C@@H]2[C@H]3O[C@]3(C)CC/C=C(/Cn3cc(CN(C)C)nn3)CC[C@@H]12,,Train
4.9,CHEMBL4293259,Cn1ccc2c(Oc3ccc(NC(=O)c4cc5cccnc5n(-c5ccc(C(F)(F)F)cc5Cl)c4=O)cc3)ccnc21,,Train
4.91,CHEMBL4280764,C=C1C(=O)O[C@H]2[C@H]1CC/C(Cn1cc(N3C(=O)c4ccccc4C3=O)nn1)=C\CC[C@@]1(C)O[C@@H]21,,Train
4.94,CHEMBL5624633,O=C(CCl)N1CCN(Cc2ccccc2)C12COC2,,Train
4.94,CHEMBL4647086,Cc1noc(C)c1-c1cnc(N)c(Oc2ccc(C(=O)Nc3cccc(Cl)c3)cc2)n1,,Train
4.94,CHEMBL3885383,CCOC(=O)c1nc2ccccc2nc1C#CC1CCCC1,,Train
4.94,CHEMBL3884598,CCOC(=O)c1nc2ccccc2nc1C#Cc1ccccc1OC,,Train
4.96,CHEMBL4214300,CCCNC(=O)c1cc(Oc2ccc(NC(=O)c3cc4cccnc4n(-c4ccc(C(F)(F)F)cc4Cl)c3=O)cc2)ccn1,,Train
4.97,CHEMBL4438521,C=C1C(=O)O[C@H]2[C@H]1CC/C(C(=O)OCCOCCOCCOCCOCCOC(=O)/C1=C/CC[C@@]3(C)O[C@H]3[C@H]3OC(=O)C(=C)[C@@H]3CC1)=C\CC[C@@]1(C)O[C@@H]21,,Train
4.98,CHEMBL5630623,O=C(/C=C/c1ccc(C(=O)N2CCN(Cc3ccccc3)C23COC3)o1)c1ccncc1,,Train
4.98,CHEMBL5629866,O=C(/C=C/c1ccccc1C(=O)N1CCN(Cc2ccccc2)C12COC2)c1ccccc1,,Train
4.99,CHEMBL939,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,GEFITINIB,Train
4.99,CHEMBL4279607,Cn1ccc2c(Oc3ccc(NC(=O)c4cc5cccnc5n(-c5ccc(C(F)(F)F)cc5Cl)c4=O)cc3F)ccnc21,,Train
4.99,CHEMBL4218367,CCNC(=O)c1cc(Oc2ccc(NC(=O)c3cc4cccnc4n(-c4ccc(Br)cc4F)c3=O)cc2)ccn1,,Train
5.01,CHEMBL4760262,Cc1nn(C)c(Oc2cccc(F)c2)c1/C=N\CCCCCOc1cc2oc(=O)cc(C)c2cc1Cl,,Train
5.02,CHEMBL4742104,Cc1ccccc1Oc1c(/C=N\CCCCCCOc2cc3oc(=O)cc(C)c3cc2Cl)c(C)nn1C,,Train
5.02,CHEMBL3805659,C[C@]12CC[C@H](OC(=O)Cn3cc(CN4C(=O)C(=O)c5c(Cl)ccc(Cl)c54)nn3)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12,,Train
5.03,CHEMBL4293071,C=C1C(=O)O[C@H]2[C@H]1CC/C(Cn1cc(CNC(=O)c3ccccc3)nn1)=C\CC[C@@]1(C)O[C@@H]21,,Train
5.04,CHEMBL4450269,C=C1C(=O)O[C@H]2[C@H]1CC/C(C(=O)OCCOCCOCCOCCOC(=O)/C1=C/CC[C@@]3(C)O[C@H]3[C@H]3OC(=O)C(=C)[C@@H]3CC1)=C\CC[C@@]1(C)O[C@@H]21,,Train
5.06,CHEMBL4088257,Cc1nc(C)c(/C=C/C(=O)N2CCC=CC2=O)nc1C,,Train
5.07,CHEMBL5290709,Cn1nccc1NC(=O)Nc1ccc(-c2nc(-c3ccc(CN4CCN(S(C)(=O)=O)CC4)s3)nc(N3CCOCC3)n2)cc1,,Train
5.07,CHEMBL5629880,O=C(/C=C/c1ccc(C(=O)N2CCN(Cc3ccccc3)C23COC3)cc1)c1ccsc1,,Train
5.07,CHEMBL1336,CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)ccn1,SORAFENIB,Train
5.08,CHEMBL3612318,COc1ncc(-c2ccc3nc(NC(=O)NCCN4CCOCC4)sc3c2)cc1C#N,,Train
5.08,CHEMBL5275618,c1ccc(-c2nc(CNc3nccc(N4CCCCC4)n3)cs2)cc1,,Train
5.08,CHEMBL3310592,COc1c(NS(=O)(=O)C2CC2)cc(-c2ccc3nc(NC(=O)C4CC4)sc3c2)cc1C(N)=O,,Train
5.09,CHEMBL4205819,CCCNC(=O)c1cc(Oc2ccc(NC(=O)c3cc4cccnc4n(-c4ccc(OC)cc4)c3=O)cc2)ccn1,,Train
5.12,CHEMBL4877575,O=C1C[C@H]2O[C@@H](CI)[C@@H](O)[C@H]2O1,,Train
5.13,CHEMBL5418077,C[C@H]1[C@@H](OCCCN=C=S)O[C@@H]2O[C@@]3(C)CC[C@H]4[C@H](C)CC[C@@H]1[C@@]24OO3,,Train
5.13,CHEMBL5184582,C[C@@H]1C2CCCC3CC[C@]4(C)OO[C@]32[C@H](O[C@@H]1OCCCN=C=S)O4,,Train
5.13,CHEMBL5079362,O=C1c2cc(I)ccc2N(c2cccc(F)c2)C2c3[nH]c4ccccc4c3CCN12,,Train
5.14,CHEMBL5630184,O=C(/C=C/c1ccc(C(=O)N2CCN(Cc3ccccc3)C23COC3)cc1)c1cccnc1,,Train
5.14,CHEMBL4100831,Cc1nc(C)c(/C=C/C(=O)N2CCC=C(I)C2=O)nc1C,,Train
5.14,CHEMBL5630226,O=C(/C=C/c1cccc(C(=O)N2CCN(Cc3ccccc3)C23COC3)c1)c1ccncc1,,Train
5.14,CHEMBL4215210,CCNC(=O)c1cc(Oc2ccc(NC(=O)c3cc4cccnc4n(-c4ccc(OC)cc4)c3=O)cc2)ccn1,,Train
5.18,CHEMBL4862917,O=C(CCCCCNC(=O)c1cc(O)c2c(c1)C(=O)c1cccc(O)c1C2=O)NO,,Train
5.19,CHEMBL4787717,COc1cc(C(=O)NC2CCNCC2)ccc1Nc1ncc2scc(-c3ccccc3OC)c2n1,,Train
5.19,CHEMBL4293675,Cn1ccc2c(Oc3ccc(NC(=O)c4cc5cccnc5n(-c5ccc(Br)cc5F)c4=O)cc3F)ccnc21,,Train
5.2,CHEMBL5630408,N#Cc1ccc(C(=O)/C=C/c2ccc(C(=O)N3CCN(Cc4ccccc4)C34COC4)cc2)cc1,,Train
5.21,CHEMBL5630721,N#Cc1cccc(C(=O)/C=C/c2ccc(C(=O)N3CCN(Cc4ccccc4)C34COC4)cc2)c1,,Train
5.21,CHEMBL4298697,C=C1C(=O)O[C@@H]2C3O[C@]3(C)CC/C=C(\C)CC[C@@H]12,,Train
5.21,CHEMBL4279674,C=C1C(=O)O[C@@H]2[C@H]3O[C@]3(C)CC/C=C(/Cn3cc(C(C)=O)nn3)CC[C@@H]12,,Train
5.21,CHEMBL3884639,CCOC(=O)c1nc2ccccc2nc1C#CC1CC1,,Train
5.23,CHEMBL3339350,COc1cc(/C=N/NC(=O)Cc2ccc(Oc3ccnc4cc(OCCCN5CCOCC5)c(OC)cc34)c(F)c2)ccc1O,,Train
5.24,CHEMBL5559858,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCNCc1ccc(-c2cccc(-c3ccccc3)c2C)nc1OC,,Train
5.24,CHEMBL4291410,C=C1C(=O)O[C@@H]2[C@H]3O[C@]3(C)CC/C=C(/Cn3cc(CCCCC)nn3)CC[C@@H]12,,Train
5.24,CHEMBL5561986,NCCN(Cc1ccc2ccccc2c1)c1nc(C(=O)Nc2ccc(O)cc2)cs1,,Train
5.26,CHEMBL5624986,COc1cc(C(=O)/C=C/c2ccccc2C(=O)N2CCN(Cc3ccccc3)C23COC3)cc(OC)c1OC,,Train
5.27,CHEMBL4743128,Cc1nn(C)c(Oc2ccc(Br)cc2)c1/C=N\CCCCCCOc1cc2oc(=O)cc(C)c2cc1Cl,,Train
5.28,CHEMBL5630503,O=C(/C=C/c1ccc(C(=O)N2CCN(Cc3ccccc3)C23COC3)cc1)c1ccccn1,,Train
5.28,CHEMBL4286245,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cc2cccnc2n(-c2ccc(F)c(Cl)c2)c1=O,,Train
5.29,CHEMBL4285842,COc1ccc(-n2c(=O)c(C(=O)Nc3ccc(Oc4ccnc5c4ccn5C)cc3)cc3cccnc32)cc1,,Train
5.29,CHEMBL5566977,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCNC(=O)CN(C)Cc1c(OC)cc(OCc2cccc(-c3ccccc3)c2C)cc1OC,,Train
5.29,CHEMBL4209066,CCCNC(=O)c1cc(Oc2ccc(NC(=O)c3cc4cccnc4n(-c4ccc(Br)cc4)c3=O)cc2)ccn1,,Train
5.29,CHEMBL44657,COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O,ETOPOSIDE,Train
5.3,CHEMBL3416185,COc1cc2nc(-c3cnc(N)nc3)nc(N3CCOCC3)c2cc1OC,,Train
5.3,CHEMBL5624576,O=C(/C=C/c1ccc(C(=O)N2CCN(Cc3ccccc3)C23COC3)cc1)c1ccccc1,,Train
5.3,CHEMBL4062438,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccc(Cl)cc5Cl)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,,Train
5.3,CHEMBL4278984,Cn1ccc2c(Oc3ccc(NC(=O)c4cc5cccnc5n(-c5ccccc5)c4=O)cc3)ccnc21,,Train
5.33,CHEMBL3401532,CN(c1nc(-c2cc(C(N)=O)cc(C(F)(F)F)c2)nc(N2CCOCC2)n1)C1CCN(S(C)(=O)=O)CC1,,Train
5.36,CHEMBL5625099,COc1ccc(C(=O)/C=C/c2cccc(C(=O)N3CCN(Cc4ccccc4)C34COC4)c2)cc1OC,,Train
5.36,CHEMBL4294566,C=C1C(=O)O[C@H]2[C@H]1CC/C(Cn1cc(CCOC(=O)/C=C/c3ccccc3)nn1)=C\CC[C@@]1(C)O[C@@H]21,,Train
5.37,CHEMBL4463379,CC(C)=CCC1=C(NCCCCN(CN)CCCc2ccccc2)C(=O)c2ccccc2C1=O,,Train
5.38,CHEMBL4089188,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccc(C)cc5)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,,Train
5.38,CHEMBL98,O=C(CCCCCCC(=O)Nc1ccccc1)NO,VORINOSTAT,Train
5.39,CHEMBL5630029,O=C(/C=C/c1ccc(C(=O)N2CCN(Cc3ccccc3)C23COC3)s1)c1ccsc1,,Train
5.4,CHEMBL5630589,COc1cc(C(=O)/C=C/c2ccc(C(=O)N3CCN(Cc4ccccc4)C34COC4)s2)cc(OC)c1OC,,Train
5.4,CHEMBL5565051,COc1cc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,,Train
5.414999999999999,CHEMBL5618867,COc1cc(/C=C/C(=O)CC(=O)/C=C/c2ccc(/C=C/C(=O)NO)cc2)ccc1O,,Train
5.42,CHEMBL4756515,Cc1nn(C)c(Oc2ccc(Cl)cc2)c1/C=N\CCCCCCOc1cc2oc(=O)cc(C)c2cc1Cl,,Train
5.43,CHEMBL4089730,COc1nc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCCNC(C)=O,,Train
5.43,CHEMBL5630874,COc1ccc(C(=O)/C=C/c2ccc(C(=O)N3CCN(Cc4ccccc4)C34COC4)cc2)cc1OC,,Train
5.43,CHEMBL5630088,COc1cc(/C=C/C(=O)c2ccc(C(=O)N3CCN(Cc4ccccc4)C34COC4)cc2)cc(OC)c1OC,,Train
5.44,CHEMBL4748501,Cc1nn(C)c(Oc2cccc(Br)c2)c1/C=N\CCCCCCOc1cc2oc(=O)cc(C)c2cc1Cl,,Train
5.45,CHEMBL4281496,C=C1C(=O)O[C@H]2[C@H]1CC/C(Cn1cc(C(=O)N(C)C)nn1)=C\CC[C@@]1(C)O[C@@H]21,,Train
5.45,CHEMBL4285427,Cn1ccc2c(Oc3ccc(NC(=O)c4cc5cccnc5n(-c5ccccc5)c4=O)cc3F)ccnc21,,Train
5.45,CHEMBL4789212,COc1cc(C(=O)NC2CCNCC2)c(F)cc1Nc1ncc2scc(-c3ccccc3OC)c2n1,,Train
5.46,CHEMBL5624827,COc1ccc(C(=O)/C=C/c2ccc(C(=O)N3CCN(Cc4ccccc4)C34COC4)cc2)c(OC)c1OC,,Train
5.46,CHEMBL4062698,Cc1nc(C)c(/C=C/C(=O)N2CCC=C(Cl)C2=O)nc1C,,Train
5.47,CHEMBL4287907,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)cc1)c1cc2cccnc2n(-c2ccc(Cl)cc2)c1=O,,Train
5.47,CHEMBL4204238,CNC(=O)c1cc(Oc2ccc(NC(=O)c3cc4cccnc4n(-c4ccccc4F)c3=O)cc2)ccn1,,Train
5.48,CHEMBL5291472,OC1CC2CC1CN2c1ccnc(NCc2csc(-c3ccccc3)n2)n1,,Train
5.48,CHEMBL3883472,CCOC(=O)c1nc2ccccc2nc1C#Cc1ccccc1,,Train
5.48,CHEMBL5558630,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCNCc1c(OC)cc(OCc2cccc(-c3ccccc3)c2C)cc1OC,,Train
5.49,CHEMBL3401523,NC(=O)c1cc(O)cc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)c1,,Train
5.49,CHEMBL4209984,CCNC(=O)c1cc(Oc2ccc(NC(=O)c3cc4cccnc4n(-c4ccccc4F)c3=O)cc2)ccn1,,Train
5.5,CHEMBL5629923,COc1ccc(C(=O)/C=C/c2ccc(C(=O)N3CCN(Cc4ccccc4)C34COC4)cc2)cc1,,Train
5.51,CHEMBL4591115,C=C1C(=O)O[C@H]2[C@H]1CC/C(C(=O)OCCOCCOCCOC(=O)/C1=C/CC[C@@]3(C)O[C@H]3[C@H]3OC(=O)C(=C)[C@@H]3CC1)=C\CC[C@@]1(C)O[C@@H]21,,Train
5.52,CHEMBL4466655,C=C1C(=O)O[C@H]2[C@H]1CC/C(C(=O)OCCOCCOC(=O)/C1=C/CC[C@@]3(C)O[C@H]3[C@H]3OC(=O)C(=C)[C@@H]3CC1)=C\CC[C@@]1(C)O[C@@H]21,,Train
5.52,CHEMBL5630621,O=C(/C=C/c1ccncc1)c1ccc(C(=O)N2CCN(Cc3ccccc3)C23COC3)cc1,,Train
5.53,CHEMBL4279256,C=C1C(=O)O[C@H]2[C@H]1CC/C(Cn1cc(COc3ccccc3)nn1)=C\CC[C@@]1(C)O[C@@H]21,,Train
5.54,CHEMBL3310591,COc1c(NS(=O)(=O)c2ccc(F)cc2)cc(-c2ccc3nc(NC(=O)C4CC4)sc3c2)cc1C(N)=O,,Train
5.54,CHEMBL4207018,CNC(=O)c1cc(Oc2ccc(NC(=O)c3cc4cccnc4n(-c4ccc(F)cc4)c3=O)cc2)ccn1,,Train
5.54,CHEMBL5562753,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCCNCc1c(OC)cc(OCc2cccc(-c3ccccc3)c2C)cc1OC,,Train
5.55,CHEMBL4280635,C=C1C(=O)O[C@H]2[C@H]1CC/C(Cn1cc(-c3ccc(F)cc3)nn1)=C\CC[C@@]1(C)O[C@@H]21,,Train
5.58,CHEMBL4281536,C=C1C(=O)O[C@H]2[C@H]1CC/C(Cn1cc(-c3ccccn3)nn1)=C\CC[C@@]1(C)O[C@@H]21,,Train
5.58,CHEMBL3339349,COc1ccc(/C=N/NC(=O)Cc2ccc(Oc3ccnc4cc(OCCCN5CCOCC5)c(OC)cc34)c(F)c2)cc1,,Train
5.58,CHEMBL4213745,CCNC(=O)c1cc(Oc2ccc(NC(=O)c3cc4cccnc4n(-c4ccccc4)c3=O)cc2)ccn1,,Train
5.58,CHEMBL5558740,COc1cc(OCc2cccc(-c3ccccc3)c2C)ccc1CNCCCCOc1cc2c(Nc3ccc(F)c(Cl)c3)ncnc2cc1OC,,Train
5.61,CHEMBL3416200,COc1cc(C(N)=O)cc(-c2nc(N3CCOCC3)c3cc(OC)c(OCCN4CCCC4)cc3n2)c1,,Train
5.62,CHEMBL3612198,O=C(NCCN1CCOCC1)Nc1nc2ccc(-c3cnc(Cl)c(NS(=O)(=O)c4ccc(F)cc4)c3)cc2s1,,Train
5.62,CHEMBL4797411,COc1ccccc1-c1csc2cnc(Nc3ccc(C(=O)NC4CCNCC4)cc3F)nc12,,Train
5.63,CHEMBL4285130,COc1ccc(-n2c(=O)c(C(=O)Nc3ccc(Oc4ccnc5[nH]ccc45)cc3)cc3cccnc32)cc1,,Train
5.63,CHEMBL4214315,CCCNC(=O)c1cc(Oc2ccc(NC(=O)c3cc4cccnc4n(-c4ccccc4F)c3=O)cc2)ccn1,,Train
5.66,CHEMBL4100714,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccccc5Cl)c4=O)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,,Train
5.66,CHEMBL5630884,COc1cc(C(=O)/C=C/c2cccc(C(=O)N3CCN(Cc4ccccc4)C34COC4)c2)cc(OC)c1OC,,Train
5.67,CHEMBL4293054,Cn1ccc2c(Oc3ccc(NC(=O)c4cc5cccnc5n(-c5ccc(F)cc5)c4=O)cc3)ccnc21,,Train
5.68,CHEMBL4786229,COc1ccccc1-c1csc2cnc(Nc3ccc(C(=O)NC4CCNCC4)cc3C(F)(F)F)nc12,,Train
5.69,CHEMBL4788576,CCOc1cc(C(=O)NC2CCNCC2)ccc1Nc1ncc2scc(-c3ccccc3OC)c2n1,,Train
5.7,CHEMBL4289953,C=C1C(=O)O[C@H]2[C@H]1CC/C(Cn1cc(COc3ccc(C)cc3)nn1)=C\CC[C@@]1(C)O[C@@H]21,,Train
5.7,CHEMBL5629911,COc1ccc(C(=O)/C=C/c2cccc(C(=O)N3CCN(Cc4ccccc4)C34COC4)c2)c(OC)c1OC,,Train
5.7,CHEMBL5630858,COc1cc(/C=C/C(=O)c2ccc(C(=O)N3CCN(Cc4ccccc4)C34COC4)s2)cc(OC)c1OC,,Train
5.705,CHEMBL521851,CS(=O)(=O)N1CCN(Cc2cc3nc(-c4cccc5[nH]ncc45)nc(N4CCOCC4)c3s2)CC1,PICTILISIB,Train
5.71,CHEMBL4792993,CCOP(=O)(OCC)C(O)c1ccc(Nc2ncc3scc(-c4ccccc4OC)c3n2)cc1,,Train
5.72,CHEMBL3414588,COc1cc2nc(-c3ccc(OC)c(C(N)=O)c3)nc(N3CCOCC3)c2cc1OC,,Train
5.72,CHEMBL4281638,C=C1C(=O)O[C@H]2[C@H]1CC/C(Cn1cc(-c3ccc(Br)cc3)nn1)=C\CC[C@@]1(C)O[C@@H]21,,Train
5.72,CHEMBL4288866,C=C1C(=O)O[C@H]2[C@H]1CC/C(Cn1cc(-c3ccc(C)cc3)nn1)=C\CC[C@@]1(C)O[C@@H]21,,Train
5.73,CHEMBL4072336,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5cccc(F)c5)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,,Train
5.73,CHEMBL3262727,O=C(/C=C/c1cccc(S(=O)(=O)n2ccc3cccnc32)c1)NO,,Train
5.74,CHEMBL1879463,Cn1c(=O)n(-c2ccc(C(C)(C)C#N)cc2)c2c3cc(-c4cnc5ccccc5c4)ccc3ncc21,DACTOLISIB,Train
5.74,CHEMBL3416181,COc1cc2nc(-c3cc(O)cc(C(N)=O)c3)nc(N3CCOCC3)c2cc1OC,,Train
5.75,CHEMBL4279410,C=C1C(=O)O[C@H]2[C@H]1CC/C(Cn1cc(COc3ccc(OC)cc3)nn1)=C\CC[C@@]1(C)O[C@@H]21,,Train
5.75,CHEMBL4074866,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccccc5C(F)(F)F)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,,Train
5.76,CHEMBL4097507,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccccc5)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,,Train
5.77,CHEMBL4789753,COc1ccccc1-c1csc2cnc(Nc3ccc(CP(=O)(OC)OC)cc3)nc12,,Train
5.77,CHEMBL3339348,COc1cc2c(Oc3ccc(CC(=O)N/N=C/c4ccc(O)cc4)cc3F)ccnc2cc1OCCCN1CCOCC1,,Train
5.78,CHEMBL458997,CNC(=O)c1ccccc1Nc1nc(Nc2ccc(N3CCOCC3)cc2OC)ncc1Cl,,Train
5.79,CHEMBL2017974,Nc1cc(C(F)(F)F)c(-c2cc(N3CCOCC3)nc(N3CCOCC3)n2)cn1,BUPARLISIB,Train
5.79,CHEMBL4084146,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccc(F)cc5)c4=O)cc3F)ccnc2cc1OCCCN1CCCCC1,,Train
5.79,CHEMBL4646906,COc1ccc(/C=C\c2cc(OC)c(OC)c(OC)c2)cc1OC(=O)CCC(=O)n1cc(/C=C/c2cccnc2)c2ccccc21,,Train
5.8,CHEMBL4282597,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)cc1)c1cc2cccnc2n(-c2ccccc2)c1=O,,Train
5.81,CHEMBL4550214,O=C(NO)c1ccc(Cn2c(=O)n(CCc3ccccc3)c(=O)c3ccccc32)cc1,,Train
5.82,CHEMBL4207773,CCCNC(=O)c1cc(Oc2ccc(NC(=O)c3cc4cccnc4n(-c4ccccc4)c3=O)cc2)ccn1,,Train
5.82,CHEMBL3401524,NC(=O)c1cc(OC(F)(F)F)cc(-c2nc(N3CCOCC3)nc(N3CCOCC3)n2)c1,,Train
5.82,CHEMBL3612194,COc1ncc(-c2ccc3nc(NC4CC4)sc3c2)cc1NS(=O)(=O)c1ccc(F)cc1,,Train
5.82,CHEMBL4065200,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccccc5Cl)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,,Train
5.82,CHEMBL4288088,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cc2cccnc2n(-c2ccc(Br)cc2)c1=O,,Train
5.82,CHEMBL4280528,C=C1C(=O)O[C@H]2[C@H]1CC/C(Cn1cc(CCOC(=O)c3ccccc3)nn1)=C\CC[C@@]1(C)O[C@@H]21,,Train
5.83,CHEMBL3339347,COc1cc2c(Oc3ccc(CC(=O)N/N=C(/C)c4ccccc4)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,,Train
5.83,CHEMBL4292276,C=C1C(=O)O[C@H]2[C@H]1CC/C(Cn1cc(-c3ccc(Cl)cc3)nn1)=C\CC[C@@]1(C)O[C@@H]21,,Train
5.84,CHEMBL4278178,C=C1C(=O)O[C@H]2[C@H]1CC/C(Cn1cc(-c3ccc(OC)cc3)nn1)=C\CC[C@@]1(C)O[C@@H]21,,Train
5.85,CHEMBL4075562,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccc(Cl)cc5)c4=O)cc3F)ccnc2cc1OCCCN1CCC(C)CC1,,Train
5.86,CHEMBL3339343,COc1cc2c(Oc3ccc(CC(=O)N/N=C(/C)c4ccccc4)cc3F)ccnc2cc1OCCCN1CCCCC1,,Train
5.87,CHEMBL4282880,C=C1C(=O)O[C@@H]2[C@H]3O[C@]3(C)CC/C=C(/Cn3cc(COc4ccc([N+](=O)[O-])cc4)nn3)CC[C@@H]12,,Train
5.87,CHEMBL4280004,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)cc1)c1cc2cccnc2n(-c2ccc(F)cc2)c1=O,,Train
5.87,CHEMBL5523403,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCCCNCc1c(OC)cc(OCc2cccc(-c3ccccc3)c2C)cc1OC,,Train
5.88,CHEMBL4081754,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccc(Cl)cc5)c4=O)cc3F)ccnc2cc1OCCCN1CCCCC1,,Train
5.89,CHEMBL4778052,CCOP(=O)(Cc1ccc(Nc2ncc3scc(-c4ccccc4OC)c3n2)cc1)OCC,,Train
5.89,CHEMBL4284204,C=C1C(=O)O[C@H]2[C@H]1CC/C(Cn1cc(-c3cccs3)nn1)=C\CC[C@@]1(C)O[C@@H]21,,Train
5.89,CHEMBL4792276,CCOP(=O)(Cc1ccc(Nc2ncc3scc(-c4ccccc4OC)c3n2)cc1)NC,,Train
5.9,CHEMBL4277119,C=C1C(=O)O[C@H]2[C@H]1CC/C(Cn1cc(-c3ccccc3)nn1)=C\CC[C@@]1(C)O[C@@H]21,,Train
5.9,CHEMBL4278233,O=C(Nc1ccc(Oc2ccnc3[nH]ccc23)c(F)c1)c1cc2cccnc2n(-c2ccccc2)c1=O,,Train
5.9,CHEMBL4285131,C=C1C(=O)O[C@H]2[C@H]1CC/C(Cn1cc(COc3ccc(F)cc3)nn1)=C\CC[C@@]1(C)O[C@@H]21,,Train
5.91,CHEMBL4076472,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccc(OC(F)(F)F)cc5)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,,Train
5.91,CHEMBL4071208,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccccc5Cl)c4=O)cc3F)ccnc2cc1OCCCN1CCCCC1,,Train
5.91,CHEMBL4294165,C=C1C(=O)O[C@H]2[C@H]1CC/C(Cn1cc(-c3ccc([N+](=O)[O-])cc3)nn1)=C\CC[C@@]1(C)O[C@@H]21,,Train
5.91,CHEMBL4792743,CCOP(=O)(Cc1ccc(Nc2ncc3scc(-c4ccccc4OC)c3n2)cc1)N1CCOCC1,,Train
5.92,CHEMBL4092999,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccc(Cl)cc5)c4=O)cc3F)ccnc2cc1OCCCN1CCN(C)CC1,,Train
5.92,CHEMBL3416183,COc1cc2nc(-c3cc(C(N)=O)cc(C(F)(F)F)c3)nc(N3CCOCC3)c2cc1OC,,Train
5.93,CHEMBL4103060,COc1cc2c(Oc3ccc(NC(=O)c4nc5ccccc5n(-c5ccc(Br)cc5)c4=O)cc3F)ccnc2cc1OCCCN1CCOCC1,,Train
