Molecule ChEMBL ID,Cell Name,Standard Type,Assay,Incubation Time Hours,Property Measured,max,min,mean,median,count
CHEMBL223046,U-87MG ATCC,EC50,MTS,72.0,Antiproliferative activity,7.52,7.52,7.52,7.52,1
CHEMBL223046,U-87MG ATCC,IC50,CellTiter-Glo luminescent,72.0,Antiproliferative activity,7.82,7.82,7.82,7.82,1
CHEMBL223142,U-87MG ATCC,EC50,MTS,72.0,Antiproliferative activity,7.35,7.35,7.35,7.35,1
CHEMBL223142,U-87MG ATCC,IC50,CellTiter-Glo luminescent,72.0,Antiproliferative activity,8.1,8.1,8.1,8.1,1
CHEMBL223384,A-172,IC50,Unspecified,,Unspecified,9.0,9.0,9.0,9.0,1
CHEMBL223385,A-172,IC50,Unspecified,,Unspecified,8.85,8.85,8.85,8.85,1
CHEMBL223442,A-172,IC50,Unspecified,,Unspecified,8.7,8.7,8.7,8.7,1
CHEMBL223515,A-172,IC50,Unspecified,,Unspecified,7.28,7.28,7.28,7.28,1
CHEMBL223614,A-172,IC50,Unspecified,,Unspecified,7.18,7.18,7.18,7.18,1
CHEMBL223615,A-172,IC50,Unspecified,,Unspecified,7.92,7.92,7.92,7.92,1
CHEMBL223634,A-172,IC50,Unspecified,,Unspecified,9.0,9.0,9.0,9.0,1
CHEMBL2237320,SF295,IC50,SRB,48.0,Cytotoxicity,4.01,4.01,4.01,4.01,1
CHEMBL2237321,SF295,IC50,SRB,48.0,Cytotoxicity,4.47,4.47,4.47,4.47,1
CHEMBL2237333,SF295,IC50,SRB,48.0,Cytotoxicity,4.06,4.06,4.06,4.06,1
CHEMBL2237334,SF295,IC50,SRB,48.0,Cytotoxicity,5.41,5.41,5.41,5.41,1
CHEMBL223782,A-172,IC50,Unspecified,,Unspecified,9.17,9.17,9.17,9.17,1
CHEMBL223788,A-172,IC50,Unspecified,,Unspecified,9.31,9.31,9.31,9.31,1
CHEMBL223791,A-172,IC50,Unspecified,,Unspecified,9.02,9.02,9.02,9.02,1
CHEMBL223792,A-172,IC50,Unspecified,,Unspecified,9.1,9.1,9.1,9.1,1
CHEMBL223838,A-172,IC50,Unspecified,,Unspecified,8.96,8.96,8.96,8.96,1
CHEMBL223839,A-172,IC50,Unspecified,,Unspecified,6.55,6.55,6.55,6.55,1
CHEMBL223840,A-172,IC50,Unspecified,,Unspecified,6.75,6.75,6.75,6.75,1
CHEMBL225066,T98G,EC50,ELISA,48.0,Unspecified,6.92,6.92,6.92,6.92,1
CHEMBL226545,U-87MG ATCC,EC50,SRB,72.0,Cytotoxicity,3.24,3.24,3.24,3.24,1
CHEMBL228043,A-172,IC50,Unspecified,,Growth inhibition,4.19,4.19,4.19,4.19,1
CHEMBL228133,U-87MG ATCC,IC50,ELISA,,Unspecified,5.72,5.72,5.72,5.72,1
CHEMBL2282592,U-87MG ATCC,IC50,CCK-8,48.0,Antiproliferative activity,5.09,5.09,5.09,5.09,1
CHEMBL228363,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,8.28,8.28,8.28,8.28,1
CHEMBL228417,U-87MG ATCC,IC50,Unspecified,48.0,Unspecified,6.47,6.47,6.47,6.47,1
CHEMBL228992,U-87MG ATCC,IC50,Unspecified,48.0,Unspecified,9.77,9.77,9.77,9.77,1
CHEMBL228996,U-87MG ATCC,IC50,Unspecified,48.0,Unspecified,8.7,8.7,8.7,8.7,1
CHEMBL228998,U-87MG ATCC,IC50,Unspecified,48.0,Unspecified,8.5,8.5,8.5,8.5,1
CHEMBL229004,XF 498,IC50,SRB,48.0,Anticancer activity,6.94,6.94,6.94,6.94,1
CHEMBL229365,XF 498,IC50,SRB,48.0,Anticancer activity,7.04,7.04,7.04,7.04,1
CHEMBL229401,U-87MG ATCC,IC50,Unspecified,48.0,Unspecified,8.8,6.64,7.720000000000001,7.720000000000001,2
CHEMBL229476,U-87MG ATCC,IC50,Unspecified,48.0,Unspecified,8.21,8.21,8.21,8.21,1
CHEMBL229477,U-87MG ATCC,IC50,Unspecified,48.0,Unspecified,8.17,8.17,8.17,8.17,1
CHEMBL229614,U-87MG ATCC,IC50,Unspecified,48.0,Unspecified,8.92,8.92,8.92,8.92,1
CHEMBL229627,XF 498,IC50,SRB,48.0,Anticancer activity,5.59,5.59,5.59,5.59,1
CHEMBL229628,XF 498,IC50,SRB,48.0,Anticancer activity,7.02,7.02,7.02,7.02,1
CHEMBL229677,XF 498,IC50,SRB,48.0,Anticancer activity,7.19,7.19,7.19,7.19,1
CHEMBL229678,XF 498,IC50,SRB,48.0,Anticancer activity,7.89,7.89,7.89,7.89,1
CHEMBL229680,XF 498,IC50,SRB,48.0,Anticancer activity,6.86,6.86,6.86,6.86,1
CHEMBL229682,XF 498,IC50,SRB,48.0,Anticancer activity,6.42,6.42,6.42,6.42,1
CHEMBL229723,XF 498,IC50,SRB,48.0,Anticancer activity,7.01,7.01,7.01,7.01,1
CHEMBL229725,XF 498,IC50,SRB,48.0,Anticancer activity,7.16,7.16,7.16,7.16,1
CHEMBL229726,XF 498,IC50,SRB,48.0,Anticancer activity,7.89,7.89,7.89,7.89,1
CHEMBL2297267,LN-229,IC50,MTT,72.0,Unspecified,5.74,5.74,5.74,5.74,1
CHEMBL2297268,LN-229,IC50,MTT,72.0,Unspecified,5.41,5.41,5.41,5.41,1
CHEMBL2297269,LN-229,IC50,MTT,72.0,Unspecified,4.26,4.26,4.26,4.26,1
CHEMBL229727,XF 498,IC50,SRB,48.0,Anticancer activity,7.48,7.48,7.48,7.48,1
CHEMBL2297270,LN-229,IC50,MTT,72.0,Unspecified,4.18,4.18,4.18,4.18,1
CHEMBL2297272,LN-229,IC50,MTT,72.0,Unspecified,5.76,5.76,5.76,5.76,1
CHEMBL2297273,LN-229,IC50,MTT,72.0,Unspecified,5.22,5.22,5.22,5.22,1
CHEMBL2297274,LN-229,IC50,MTT,72.0,Unspecified,5.23,5.23,5.23,5.23,1
CHEMBL2297275,LN-229,IC50,MTT,72.0,Unspecified,5.15,5.15,5.15,5.15,1
CHEMBL229728,XF 498,IC50,SRB,48.0,Anticancer activity,6.93,6.93,6.93,6.93,1
CHEMBL2298457,U-87MG ATCC,IC50,MTT,,Antiproliferative activity,4.11,4.11,4.11,4.11,1
CHEMBL2311028,U-87MG ATCC,IC50,Unspecified,0.25,Unspecified,6.16,6.16,6.16,6.16,1
CHEMBL2311578,U-87MG ATCC,IC50,cell titer-glo luminescent,72.0,Cytotoxicity,5.21,5.21,5.21,5.21,1
CHEMBL2313430,U-87MG ATCC,IC50,MTT,24.0,Cytotoxicity,5.34,5.34,5.34,5.34,1
CHEMBL2313472,U-87MG ATCC,IC50,MTS conversion,24.0,Cytotoxicity,6.99,6.99,6.99,6.99,1
CHEMBL2313487,U-87MG ATCC,IC50,MTS,72.0,Anticancer activity,5.85,5.85,5.85,5.85,1
CHEMBL2313487,U-87MG ATCC,IC50,replacement with fresh medium by MTS,72.0,Antiproliferative activity,5.85,5.85,5.85,5.85,1
CHEMBL2313555,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,4.17,4.17,4.17,4.17,1
CHEMBL2313556,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,4.21,4.21,4.21,4.21,1
CHEMBL2313790,U-87MG ATCC,IC50,MTS conversion,24.0,Cytotoxicity,7.07,7.07,7.07,7.07,1
CHEMBL2313857,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,4.23,4.23,4.23,4.23,1
CHEMBL2313858,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,4.16,4.16,4.16,4.16,1
CHEMBL2313862,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,4.43,4.43,4.43,4.43,1
CHEMBL232255,A-172,IC50,Unspecified,,Unspecified,6.62,6.62,6.62,6.62,1
CHEMBL2325741,U-87MG ATCC,IC50,SRB,72.0,Antiproliferative activity,4.3,4.3,4.3,4.3,1
CHEMBL232818,A-172,IC50,Unspecified,,Unspecified,5.82,5.82,5.82,5.82,1
CHEMBL232819,A-172,IC50,Unspecified,,Unspecified,6.19,6.19,6.19,6.19,1
CHEMBL232825,A-172,IC50,Unspecified,,Unspecified,7.24,7.24,7.24,7.24,1
CHEMBL232826,A-172,IC50,Unspecified,,Unspecified,5.77,5.77,5.77,5.77,1
CHEMBL232827,A-172,IC50,Unspecified,,Unspecified,8.05,8.05,8.05,8.05,1
CHEMBL23293,U-87MG ATCC,IC50,MTT,48.0,Cytotoxicity,4.27,4.27,4.27,4.27,1
CHEMBL23293,U-87MG ATCC,IC50,Unspecified,168.0,Cytotoxicity,4.3,4.3,4.3,4.3,1
CHEMBL233030,A-172,IC50,Unspecified,,Unspecified,5.8,5.8,5.8,5.8,1
CHEMBL233031,A-172,IC50,Unspecified,,Unspecified,8.0,8.0,8.0,8.0,1
CHEMBL233032,A-172,IC50,Unspecified,,Unspecified,7.28,7.28,7.28,7.28,1
CHEMBL233236,A-172,IC50,Unspecified,,Unspecified,7.0,7.0,7.0,7.0,1
CHEMBL2333165,U-87MG ATCC,IC50,MTS,72.0,Cytotoxicity,5.82,5.82,5.82,5.82,1
CHEMBL2333166,U-87MG ATCC,IC50,MTS,72.0,Cytotoxicity,6.24,6.24,6.24,6.24,1
CHEMBL2333167,U-87MG ATCC,IC50,MTS,72.0,Cytotoxicity,6.0,6.0,6.0,6.0,1
CHEMBL2333591,U-87MG ATCC,IC50,MTS,72.0,Cytotoxicity,5.96,5.96,5.96,5.96,1
CHEMBL2333592,U-87MG ATCC,IC50,MTS,72.0,Cytotoxicity,6.25,6.25,6.25,6.25,1
CHEMBL233441,A-172,IC50,Unspecified,,Unspecified,5.8,5.8,5.8,5.8,1
CHEMBL2338397,U-87MG ATCC,IC50,ELISA,24.0,Unspecified,9.55,9.55,9.55,9.55,1
CHEMBL233930,U-87MG ATCC,IC50,sulforhodamine B,72.0,Antiproliferative activity,5.51,5.51,5.51,5.51,1
CHEMBL2348724,SF295,IC50,MTT,48.0,Cytotoxicity,5.22,5.22,5.22,5.22,1
CHEMBL2348734,SF295,IC50,MTT,48.0,Cytotoxicity,5.12,5.12,5.12,5.12,1
CHEMBL2348735,SF295,IC50,MTT,48.0,Cytotoxicity,5.24,5.24,5.24,5.24,1
CHEMBL2349385,U-87MG ATCC,EC50,SRB,72.0,Cytotoxicity,4.52,4.52,4.52,4.52,1
CHEMBL235552,T98G,IC50,MTT dye reduction,48.0,Cytotoxicity,4.63,4.63,4.63,4.63,1
CHEMBL235658,A-172,EC50,Unspecified,,Antiproliferative activity,6.22,6.22,6.22,6.22,1
CHEMBL235658,U-87MG ATCC,EC50,Unspecified,,Antiproliferative activity,6.22,6.22,6.22,6.22,1
CHEMBL235934,T98G,IC50,WST-8 based CCK8,48.0,Growth inhibition,4.14,4.14,4.14,4.14,1
CHEMBL235964,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,5.38,5.38,5.38,5.38,1
CHEMBL235966,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,6.82,6.82,6.82,6.82,1
CHEMBL235969,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,4.96,4.96,4.96,4.96,1
CHEMBL235971,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,6.7,6.7,6.7,6.7,1
CHEMBL2361103,U-87MG ATCC,IC50,MTT,48.0,Cytotoxicity,4.34,4.34,4.34,4.34,1
CHEMBL2363137,A-172,IC50,Unspecified,,Growth inhibition,5.23,5.23,5.23,5.23,1
CHEMBL2363137,AM-38,IC50,Unspecified,,Growth inhibition,4.72,4.72,4.72,4.72,1
CHEMBL2363137,KNS-42,IC50,Unspecified,,Growth inhibition,4.9,4.9,4.9,4.9,1
CHEMBL2363137,SF126,IC50,Unspecified,,Growth inhibition,5.0,5.0,5.0,5.0,1
CHEMBL2363137,SF295,IC50,Unspecified,,Growth inhibition,5.63,5.63,5.63,5.63,1
CHEMBL2363137,SNB-75,IC50,Unspecified,,Growth inhibition,4.49,4.49,4.49,4.49,1
CHEMBL2363137,T98G,IC50,Unspecified,,Growth inhibition,4.97,4.97,4.97,4.97,1
CHEMBL2363137,U-87MG ATCC,IC50,Unspecified,,Growth inhibition,4.65,4.65,4.65,4.65,1
CHEMBL236387,T98G,IC50,MTT dye reduction,48.0,Cytotoxicity,4.71,4.71,4.71,4.71,1
CHEMBL236390,T98G,IC50,MTT dye reduction,48.0,Cytotoxicity,4.94,4.94,4.94,4.94,1
CHEMBL236425,T98G,IC50,MTT dye reduction,48.0,Cytotoxicity,5.97,5.97,5.97,5.97,1
CHEMBL236603,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,6.6,6.6,6.6,6.6,1
CHEMBL236780,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,6.24,6.24,6.24,6.24,1
CHEMBL236997,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,6.07,6.07,6.07,6.07,1
CHEMBL2372256,U-87MG ATCC,IC50,Unspecified,,Unspecified,7.97,7.97,7.97,7.97,1
CHEMBL2372257,U-87MG ATCC,IC50,Unspecified,,Unspecified,7.86,7.86,7.86,7.86,1
CHEMBL2375473,SF295,IC50,MTT,72.0,Cytotoxicity,4.95,4.95,4.95,4.95,1
CHEMBL2375474,SF295,IC50,MTT,72.0,Cytotoxicity,5.56,5.56,5.56,5.56,1
CHEMBL2375476,SF295,IC50,MTT,72.0,Cytotoxicity,5.38,5.38,5.38,5.38,1
CHEMBL2375477,SF295,IC50,MTT,72.0,Cytotoxicity,5.46,5.46,5.46,5.46,1
CHEMBL2375478,SF295,IC50,MTT,72.0,Cytotoxicity,4.95,4.95,4.95,4.95,1
CHEMBL2375552,SF295,IC50,MTT,72.0,Cytotoxicity,5.5,5.5,5.5,5.5,1
CHEMBL237675,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,5.96,5.96,5.96,5.96,1
CHEMBL237676,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,6.07,6.07,6.07,6.07,1
CHEMBL237677,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,6.85,6.85,6.85,6.85,1
CHEMBL237830,U-87MG ATCC,IC50,Unspecified,0.25,Unspecified,8.74,8.74,8.74,8.74,1
CHEMBL237858,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,6.19,6.19,6.19,6.19,1
CHEMBL237859,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,6.3,6.3,6.3,6.3,1
CHEMBL238074,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,4.89,4.89,4.89,4.89,1
CHEMBL2380760,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,6.8,6.8,6.8,6.8,1
CHEMBL2380760,U-87MG ATCC,IC50,Unspecified,,Antiproliferative activity,6.68,6.68,6.68,6.68,1
CHEMBL238100,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,6.37,6.37,6.37,6.37,1
CHEMBL238103,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,7.58,7.58,7.58,7.58,1
CHEMBL238107,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,5.0,5.0,5.0,5.0,1
CHEMBL238108,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,6.7,6.7,6.7,6.7,1
CHEMBL238109,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,6.3,6.3,6.3,6.3,1
CHEMBL238111,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,7.1,7.1,7.1,7.1,1
CHEMBL238113,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,6.52,6.52,6.52,6.52,1
CHEMBL238115,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,7.27,7.27,7.27,7.27,1
CHEMBL2381444,SF295,IC50,SRB,48.0,Cytotoxicity,4.6,4.6,4.6,4.6,1
CHEMBL2381447,SF295,IC50,SRB,48.0,Cytotoxicity,4.75,4.75,4.75,4.75,1
CHEMBL2381450,SF295,IC50,SRB,48.0,Cytotoxicity,5.1,5.1,5.1,5.1,1
CHEMBL2381451,SF295,IC50,SRB,48.0,Cytotoxicity,4.36,4.36,4.36,4.36,1
CHEMBL2381452,SF295,IC50,SRB,48.0,Cytotoxicity,4.77,4.77,4.77,4.77,1
CHEMBL2381453,SF295,IC50,SRB,48.0,Cytotoxicity,4.36,4.36,4.36,4.36,1
CHEMBL2381454,SF295,IC50,SRB,48.0,Cytotoxicity,4.28,4.28,4.28,4.28,1
CHEMBL2381455,SF295,IC50,SRB,48.0,Cytotoxicity,4.89,4.89,4.89,4.89,1
CHEMBL2381456,SF295,IC50,SRB,48.0,Cytotoxicity,4.82,4.82,4.82,4.82,1
CHEMBL2381457,SF295,IC50,SRB,48.0,Cytotoxicity,4.32,4.32,4.32,4.32,1
CHEMBL2381458,SF295,IC50,SRB,48.0,Cytotoxicity,4.5,4.5,4.5,4.5,1
CHEMBL2381459,SF295,IC50,SRB,48.0,Cytotoxicity,4.57,4.57,4.57,4.57,1
CHEMBL2381461,SF295,IC50,SRB,48.0,Cytotoxicity,4.72,4.72,4.72,4.72,1
CHEMBL238265,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,6.21,6.21,6.21,6.21,1
CHEMBL238266,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,7.44,7.44,7.44,7.44,1
CHEMBL2385174,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.84,5.84,5.84,5.84,1
CHEMBL2385175,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.77,5.77,5.77,5.77,1
CHEMBL2385176,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.83,5.83,5.83,5.83,1
CHEMBL2385177,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.98,5.98,5.98,5.98,1
CHEMBL2385178,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.71,5.71,5.71,5.71,1
CHEMBL2385179,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.87,5.87,5.87,5.87,1
CHEMBL2385186,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.87,5.87,5.87,5.87,1
CHEMBL2385188,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.92,5.92,5.92,5.92,1
CHEMBL2385189,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.67,5.67,5.67,5.67,1
CHEMBL2385190,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,6.14,6.14,6.14,6.14,1
CHEMBL2385191,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.95,5.95,5.95,5.95,1
CHEMBL2385193,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.98,5.98,5.98,5.98,1
CHEMBL2385194,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,6.27,6.27,6.27,6.27,1
CHEMBL2385195,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,6.46,6.46,6.46,6.46,1
CHEMBL2385196,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,6.07,6.07,6.07,6.07,1
CHEMBL2385197,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.97,5.97,5.97,5.97,1
CHEMBL2385198,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.9,5.9,5.9,5.9,1
CHEMBL2385199,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.85,5.85,5.85,5.85,1
CHEMBL2385200,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.61,5.61,5.61,5.61,1
CHEMBL2385201,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,6.31,6.31,6.31,6.31,1
CHEMBL2385202,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.94,5.94,5.94,5.94,1
CHEMBL2385203,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.61,5.61,5.61,5.61,1
CHEMBL2385204,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.79,5.79,5.79,5.79,1
CHEMBL2385205,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.79,5.79,5.79,5.79,1
CHEMBL2385206,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.8,5.8,5.8,5.8,1
CHEMBL238574,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,4.8,4.8,4.8,4.8,1
CHEMBL238990,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,5.52,5.52,5.52,5.52,1
CHEMBL239204,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,5.48,5.48,5.48,5.48,1
CHEMBL2392818,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,6.09,6.09,6.09,6.09,1
CHEMBL2392819,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,6.96,6.96,6.96,6.96,1
CHEMBL2392820,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,6.08,6.08,6.08,6.08,1
CHEMBL2392821,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.7,5.7,5.7,5.7,1
CHEMBL2392822,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,6.02,6.02,6.02,6.02,1
CHEMBL2392823,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,6.0,6.0,6.0,6.0,1
CHEMBL2392824,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,6.03,6.03,6.03,6.03,1
CHEMBL2392942,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,6.04,6.04,6.04,6.04,1
CHEMBL2392948,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,6.16,6.16,6.16,6.16,1
CHEMBL2392949,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.79,5.79,5.79,5.79,1
CHEMBL2392950,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.98,5.98,5.98,5.98,1
CHEMBL2392951,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.96,5.96,5.96,5.96,1
CHEMBL2392952,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.98,5.98,5.98,5.98,1
CHEMBL2392953,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.67,5.67,5.67,5.67,1
CHEMBL2392954,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.97,5.97,5.97,5.97,1
CHEMBL2392955,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.83,5.83,5.83,5.83,1
CHEMBL2392956,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.87,5.87,5.87,5.87,1
CHEMBL2392958,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,6.01,6.01,6.01,6.01,1
CHEMBL2392959,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,6.82,6.82,6.82,6.82,1
CHEMBL2392961,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.94,5.94,5.94,5.94,1
CHEMBL2392964,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,5.83,5.83,5.83,5.83,1
CHEMBL2392965,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,6.0,6.0,6.0,6.0,1
CHEMBL2392967,U-87MG ATCC,IC50,MTT,72.0,Cytotoxicity,6.24,6.24,6.24,6.24,1
CHEMBL239423,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,7.1,7.1,7.1,7.1,1
CHEMBL239424,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,8.15,8.15,8.15,8.15,1
CHEMBL2397802,U-87MG ATCC,IC50,trypan blue,24.0,Cytotoxicity,4.6,4.6,4.6,4.6,1
CHEMBL2397802,U-87MG ATCC,IC50,trypan blue,48.0,Cytotoxicity,4.76,4.76,4.76,4.76,1
CHEMBL2397802,U-87MG ATCC,IC50,trypan blue,72.0,Cytotoxicity,4.85,4.85,4.85,4.85,1
CHEMBL2397805,T98G,IC50,MTS,72.0,Antiproliferative activity,4.9,4.9,4.9,4.9,1
CHEMBL2397805,U-87MG ATCC,IC50,MTS,72.0,Antiproliferative activity,4.83,4.83,4.83,4.83,1
CHEMBL2397980,U-87MG ATCC,IC50,sulforhodamine B,96.0,Cytotoxicity,7.05,7.05,7.05,7.05,1
CHEMBL2397982,U-87MG ATCC,IC50,sulforhodamine B,96.0,Cytotoxicity,6.64,6.64,6.64,6.64,1
CHEMBL2397988,U-87MG ATCC,IC50,sulforhodamine B,96.0,Cytotoxicity,7.58,7.58,7.58,7.58,1
CHEMBL2397992,U-87MG ATCC,IC50,sulforhodamine B,96.0,Cytotoxicity,8.05,8.05,8.05,8.05,1
CHEMBL2398330,A-172,IC50,MTT,48.0,Antiproliferative activity,8.5,8.5,8.5,8.5,1
CHEMBL2398330,T98G,IC50,MTT,48.0,Antiproliferative activity,8.73,8.73,8.73,8.73,1
CHEMBL2398330,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,8.52,8.52,8.52,8.52,1
CHEMBL2398335,T98G,IC50,MTT,48.0,Growth inhibition,6.83,6.83,6.83,6.83,1
CHEMBL2398335,U-87MG ATCC,IC50,MTT,48.0,Growth inhibition,6.81,6.81,6.81,6.81,1
CHEMBL2398336,A-172,IC50,MTT,48.0,Antiproliferative activity,8.21,8.21,8.21,8.21,1
CHEMBL2398336,T98G,IC50,MTT,48.0,Antiproliferative activity,8.7,8.7,8.7,8.7,1
CHEMBL2398336,U-87MG ATCC,IC50,MTT,48.0,Antiproliferative activity,8.32,8.32,8.32,8.32,1
CHEMBL2398337,T98G,IC50,MTT,48.0,Growth inhibition,7.05,7.05,7.05,7.05,1
CHEMBL2398337,U-87MG ATCC,IC50,MTT,48.0,Growth inhibition,6.66,6.66,6.66,6.66,1
CHEMBL2398338,T98G,IC50,MTT,48.0,Growth inhibition,7.32,7.32,7.32,7.32,1
CHEMBL2398338,U-87MG ATCC,IC50,MTT,48.0,Growth inhibition,7.34,7.34,7.34,7.34,1
CHEMBL2398339,T98G,IC50,MTT,48.0,Growth inhibition,7.64,7.64,7.64,7.64,1
CHEMBL2398339,U-87MG ATCC,IC50,MTT,48.0,Growth inhibition,7.17,7.17,7.17,7.17,1
CHEMBL2398340,T98G,IC50,MTT,48.0,Growth inhibition,7.46,7.46,7.46,7.46,1
CHEMBL2398340,U-87MG ATCC,IC50,MTT,48.0,Growth inhibition,6.92,6.92,6.92,6.92,1
CHEMBL240049,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,6.28,6.28,6.28,6.28,1
CHEMBL240063,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,5.08,5.08,5.08,5.08,1
CHEMBL240064,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,5.04,5.04,5.04,5.04,1
CHEMBL2402943,A-172,IC50,MTT,48.0,Cytotoxicity,4.6,4.6,4.6,4.6,1
CHEMBL2402943,LN-229,IC50,MTT,48.0,Cytotoxicity,4.6,4.6,4.6,4.6,1
CHEMBL2402943,T98G,IC50,MTT,48.0,Cytotoxicity,4.6,4.6,4.6,4.6,1
CHEMBL2402943,U-87MG ATCC,IC50,MTT,48.0,Cytotoxicity,4.6,4.6,4.6,4.6,1
CHEMBL240476,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,5.64,5.64,5.64,5.64,1
CHEMBL240477,U-87MG ATCC,IC50,M33 pseudotyped,72.0,Antiviral activity,5.34,5.34,5.34,5.34,1
